Pavadinimas,Autorius,Žanras,Metai,Puslapiai,Kaina,Akcijinė kaina,Perskaitytos kaina,Leidėjas,Formatas,Kalba,Įvertinimų skaičius,Žvaigždučių skaičius
Pažadu tau laisvę,Laurent Gounelle,Užsienio autorių romanai,2022,304,16.39,11.46,16.39,Alma littera,"15 x 24 x 2,8 cm, kieti viršeliai",Lietuvių,8,4
Pažaiskime namus,Carin Gerhardsen,"Detektyvai, trileriai",2015,358,0,0,18.99,Nordina,"10,5 x 17,5 cm, minkšti viršeliai",Lietuvių,0,4
pãžeme,Greta Dirmauskaitė,Lietuvių autorių romanai,2021,152,9.49,7.59,0,Lietuvos rašytojų sąjungos leidykla,"13,5 x 20,7 x 1,3 cm, minkšti viršeliai",Lietuvių,7,4
Pažemintieji ir nuskriaustieji (1979),Fiodoras Dostojevskis,Klasika,1979,367,0,0,4.59,Vaga,"13 x 21 x 1,5 cm, kieti viršeliai",Lietuvių,1,5
Pažemintieji ir nuskriaustieji (1967),Fiodoras Dostojevskis,Klasika,1967,463,0,0,4.59,Vaga,"13 x 21 x 2,5 cm, kieti viršeliai",Lietuvių,0,0
Pažemintieji ir nuskriaustieji,Fiodoras Dostojevskis,Klasika,2011,392,0,0,24.99,Margi raštai,"13 x 20 cm, kieti viršeliai",Lietuvių,2,5
PAŽENKLINTI AMŽIAMS. Įtampos ir veiksmo kupinas detektyvinis trileris. Pirmoji knyga iš serijos apie bebaimę prokurorę Janą Berzelijus,Emelie Schepp,"Detektyvai, trileriai",2023,390,19.89,10.99,19.89,BALTO leidybos namai,"14,3 x 21,3 x 3,5 cm, kieti viršeliai",Lietuvių,2,5
Paženklinti prakeiksmu (PFAF 434),Dave Duncan,Fantastika,2008,400,0,0,0,Eridanas,"13 x 20 cm, minkšti viršeliai",Lietuvių,0,4
Pažinčių tarnyba,Katherine Garbera,Meilės romanai,2023,480,7.49,5.99,7.49,Svajonių knygos,"12,5 x 18,5 x 3 cm, minkšti viršeliai",Lietuvių,0,3
Pažinimas,Albinas Galinis,"Poezija, drama, esė",2009,64,0,0,0,Versus Aureus,"13 x 21 cm, minkšti viršeliai",Lietuvių,0,0
Pažinti pasaulį (PFAF 401),Ken Macleod,Fantastika,2007,311,0,0,30.98,Eridanas,"13 x 20 cm, minkšti viršeliai",Lietuvių,0,4
Pažirusios grandys arba suki buruiki,Rytė Janauskaitė,Lietuvių autorių romanai,2013,397,0,0,5.79,Gimtasis žodis,"14,5 x 22 cm, kieti viršeliai",Lietuvių,2,4
Pažvelgti mylinčiomis akimis. Pirma knyga,Marguerite Kaye,Meilės romanai,2024,320,12.19,9.75,12.19,Svajonių knygos,"13,8 x 21 x 2,5 cm, kieti viršeliai",Lietuvių,4,5
Pažvelk dar kartą,Lisa Scottoline,Užsienio autorių romanai,2022,384,16.19,8.09,0,Sofoklis,"14 x 21 x 2,8 cm, kieti viršeliai",Lietuvių,1,4
Pažvelk Dievybei į akis,Vytautas Steponas Vaičiūnas,"Poezija, drama, esė",2015,112,0,0,0,Pasaulio lietuvių centras,"23 x 14,5 cm, minkšti viršeliai",Lietuvių,1,5
PAŽVELK Į MANE. Išskirtinė knygos.lt kolekcija 47/100,Nicholas Sparks,Meilės romanai,2024,480,5.00,5.00,5.00,knygos.lt,"13,7 x 20,8 x 3,1 cm, minkšti viršeliai",Lietuvių,0,0
"PAŽVELK Į MANE. Meilės istorijų karalius Nicholas Sparksas sukūrė jaudinantį pasakojimą, kupiną emocijų ir įtampos. Tai nuostabus perlas kiekvienos nepataisomos romantikės kolekcijai",Nicholas Sparks,Meilės romanai,2021,480,17.79,7.04,17.79,BALTO leidybos namai,"14,3 x 21,3 x 3,5 cm, kieti viršeliai",Lietuvių,15,4
Pažymėtoji,Kristin Cast,Knygos paaugliams,2010,288,0,0,3.39,Alma littera,"15 x 22 cm, kieti viršeliai",Lietuvių,14,4
Pėdos,Sigitas Geda,"Poezija, drama, esė",1966,54,0,0,0,Vaga,"11 x 17 cm, minkšti viršeliai",Lietuvių,0,0
Pedras Paramas,Juan Rulfo,Užsienio autorių romanai,2024,162,15.39,12.31,0,Kitos knygos,"14,8 x 20,5 x 1,9 cm, kieti viršeliai",Lietuvių,0,4
Pedras Paramas,Juan Rulfo,Užsienio autorių romanai,2005,135,0,0,0,Baltos lankos,"14,5 x 20,5 x 1 cm, minkšti viršeliai",Lietuvių,0,0
Pėdsakai Amazonės džiunglėse,Bronius Jauniškis,Lietuvių autorių romanai,1995,176,0,0,2.86,Bronius Jauniškis,"13,5 x 18,8 cm, minkšti viršeliai",Lietuvių,0,0
Pėdsakai pernykščiame sniege,Birutė Mackonytė,Lietuvių autorių romanai,2011,256,0,0,18.99,Charibdė,"12,5 x 18,7 cm, minkšti viršeliai",Lietuvių,0,0
Pėdsekys,Dž. F. Kuperis,Užsienio autorių romanai,1985,270,0,0,2.09,Šviesa,"14,3 x 22 cm, kieti viršeliai",Lietuvių,1,5
PEILIS: 12 detektyvo Hario Hūlės serijos romanas,Jo Nesbø,"Detektyvai, trileriai",2019,576,16.99,11.11,16.99,Baltos lankos,"14,5 x 21 x 4 cm, kieti viršeliai",Lietuvių,28,4
Pekino dienoraščiai,Vaiva Grainytė,Kelionės,2012,256,0,0,8.79,Vaga,"14 x 21 cm, minkšti viršeliai",Lietuvių,3,3
Pelėda medžioja naktį,Samuel Bjørk,"Detektyvai, trileriai",2019,432,0,0,23.99,Alma littera,"14,3 x 23,5 x 3 cm, kieti viršeliai",Lietuvių,6,4
Pelėjas ir Melisanda,Maurice Maeterlinck,"Poezija, drama, esė",2020,200,10.54,9.49,0,Žara,"15 x 25 x 2 cm, kieti viršeliai",Lietuvių,0,3
Pelėkautų spyruoklė,Aleksandra Marinina,"Detektyvai, trileriai",2006,360,0,0,0,Jotema,"14,5 x 22 cm, kieti viršeliai",Lietuvių,0,0
Pelenės mirtis,Mary Higgins Clark,"Detektyvai, trileriai",2016,320,0,0,8.33,Alma littera,"15 x 24 x 2,5 cm, kieti viršeliai",Lietuvių,6,4
Pelenų miestas. Mirties įrankiai 2 knyga,Cassandra Clare,Knygos paaugliams,2012,464,0,0,9.99,Alma littera,"21,3 x 14,3 x 3,4 cm, kieti viršeliai",Lietuvių,15,5
Pelikanų skrydis,Benjamin Lebert,Užsienio autorių romanai,2010,112,0,0,4.59,Gimtasis žodis,"15 x 23 cm, minkšti viršeliai",Lietuvių,0,3
Peliuko Mikio Kamasutra,Darja Doncova,"Detektyvai, trileriai",2010,368,0,0,2.79,Mileda,"13 x 20 cm, minkšti viršeliai",Lietuvių,1,5
Pelkių karalienė,Virginia Hartman,"Detektyvai, trileriai",2022,504,18.68,16.81,18.68,Briedis,"15 x 21,8 x 4,5 cm, puskiečiai viršeliai",Lietuvių,4,2
"PELKIŲ VAIKAS.  Naujas Švedijos detektyvų karalienės bestseleris – paslapčių persmelktas trileris, kuriame keršto įrankiu tampa tai, kas brangiausia",Liza Marklund,"Detektyvai, trileriai",2024,322,22.99,20.18,22.99,Obuolys,"15 x 21,6 x 2,9 cm, kieti viršeliai",Lietuvių,1,3
Pelkių vilkė,Liza Marklund,Knygos paaugliams,1993,112,0,0,4.59,Skomantas,"14 x 20,5 x 0,5 cm, minkšti viršeliai",Lietuvių,0,0
Pelnyti jos meilę,Virginia Heath,Meilės romanai,2018,316,0,0,8.19,Svajonių knygos,"13 x 20,5 x 2,8 cm, kieti viršeliai",Lietuvių,4,5
Pelnyti meilę. Netvirta santuoka,Amanda Brauninig,Meilės romanai,1999,320,0,0,0,Rosma,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Pelynais švytintis laikas,Leonardas Gutauskas,"Poezija, drama, esė",2023,290,24.29,21.86,0,Lietuvių literatūros ir tautosakos institutas,"18 x 22,5 x 2,6 cm, kieti viršeliai",Lietuvių,0,0
Penki daktaro Gundlacho gyvenimai,V. Šrajeris,Užsienio autorių romanai,1987,285,0,0,2.00,Mintis,"12,5 x 20,5 cm, minkšti viršeliai",Lietuvių,0,0
Penki. Psichologinis trileris geolobių entuziastams,Ursula Poznanski,"Detektyvai, trileriai",2015,360,0,0,5.79,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,6,5
Penki kampai,Mario Vargas Llosa,Meilės romanai,2017,272,0,0,3.99,Sofoklis,"14 x 21 x 2,2 cm, kieti viršeliai",Lietuvių,5,5
Penki ketvirčiai apelsino,Joanne Harris,Užsienio autorių romanai,2021,320,12.87,7.09,12.87,Sofoklis,"14 x 21 x 2,5 cm, kieti viršeliai",Lietuvių,11,4
Penki ketvirčiai apelsino,Joanne Harris,Užsienio autorių romanai,2005,304,0,0,2.75,Versus Aureus,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,0,4
Penki ketvirčiai apelsino,Joanne Harris,Užsienio autorių romanai,2005,304,0,0,5.78,Versus Aureus,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,0,4
Penki ketvirčiai apelsino,Joanne Harris,Užsienio autorių romanai,2005,304,0,0,5.79,Versus Aureus,"15 x 21 cm, minkšti viršeliai",Lietuvių,3,5
Penki paršiukai,Agata Kristi,"Detektyvai, trileriai",1994,192,0,0,2.50,Europa,"13 x 20 cm, minkšti viršeliai",Lietuvių,1,5
Penki pirštai,Māra Zālīte,Užsienio autorių romanai,2016,288,0,0,24.99,Lietuvos rašytojų sąjungos leidykla,"14,5 x 21,7 cm, kieti viršeliai",Lietuvių,5,5
"Penki žmonės, laukiantys tavęs rojuje",Mitch Albom,Užsienio autorių romanai,2004,223,0,0,21.39,Alma littera,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Penkiasdešimt išlaisvintų atspalvių,E L James,Meilės romanai,2013,600,0,0,12.99,Alma littera,"25,3 x 14,3 cm, kieti viršeliai",Lietuvių,51,4
Penkiasdešimt lietaus vardų,Asha Lemmie,Užsienio autorių romanai,2020,448,14.09,7.75,14.09,Sofoklis,"15 x 21 x 3,3 cm, kieti viršeliai",Lietuvių,6,4
Penkiasdešimt pilkų atspalvių,E L James,Meilės romanai,2013,504,0,0,15.39,Alma littera,"23,5 x 14,3 cm, kieti viršeliai",Lietuvių,105,4
Penkiasdešimt tamsesnių atspalvių (2017),E L James,Meilės romanai,2017,552,0,0,16.99,Alma littera,"14,3 x 23,5 x 2,9 cm, kieti viršeliai",Lietuvių,2,5
Penkiasdešimt tamsesnių atspalvių,E L James,Meilės romanai,2013,536,0,0,9.39,Alma littera,"23,5 x 14,3 cm, kieti viršeliai",Lietuvių,55,4
Penkiese į mėnulį,Ježis Žulavskis,Fantastika,1972,261,0,0,2.79,Vaga,"13,3 x 20,6 x 1,8 cm, kieti viršeliai",Lietuvių,2,5
Penkiolika atostogų dienų,Nicolle Rosen,Užsienio autorių romanai,2008,175,0,0,14.19,Tyto alba,"15 x 21 cm, kieti viršeliai",Lietuvių,1,2
Penkioliktasis kosmoso dėsnis,Mihajus Gergejus,Fantastika,1989,217,0,0,2.00,Vyturys,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,3
Penkios istorijos apie meilę su laiminga pabaiga,Rasa Aškinytė,Lietuvių autorių romanai,2022,184,13.29,10.63,0,Lietuvos rašytojų sąjungos leidykla,"14,5 x 21,5 x 2 cm, kieti viršeliai",Lietuvių,1,5
Penkios meilę pamilusios moterys,Ihara Saikaku,Užsienio autorių romanai,2009,176,0,0,2.40,Versus Aureus,"10 x 17 cm, minkšti viršeliai",Lietuvių,9,4
"Penkios moterys, penki gyvenimai",Daniela Krien,Užsienio autorių romanai,2022,256,21.25,4.25,21.25,Gelmės,"14,4 x 21 x 2 cm, minkšti viršeliai",Lietuvių,0,4
Penkios mylinčios moterys,Ihara Saikakus,Užsienio autorių romanai,1983,309,0,0,0,Vaga,"12,7 x 20,5 x 2 cm, kieti viršeliai",Lietuvių,0,0
Penkios savaitės oro balionu,Žiulis Vernas,Klasika,2000,286,0,0,0,Anbo,"13 x 20 cm, kieti viršeliai",Lietuvių,2,5
Penkios valandos su Mariju. Žiurkės,Migelis Delibesas,Užsienio autorių romanai,1979,310,0,0,2.00,Vaga,"13,5 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Penkių žvaigždučių vyrukas,Charlene Sands,Meilės romanai,2009,186,0,0,2.79,Svajonių knygos,"10,5 x 16,5 cm, minkšti viršeliai",Lietuvių,0,4
Penktadienio vakaro mezgimo klubas,Kate Jacobs,Užsienio autorių romanai,2007,488,0,0,8.78,Versus Aureus,"14,5 x 21 cm, kieti viršeliai",Lietuvių,1,2
Penktadienio vila,Alberto Moravia,Užsienio autorių romanai,2006,256,0,0,4.59,Alma littera,"13 x 20, kieti viršeliai",Lietuvių,0,3
"Penktadienis, 13-oji",Zurabas Džavachišvilis,Lietuvių autorių romanai,2016,192,0.99,0.79,0.99,Magilė,"14 x 21 x 1,6 cm, minkšti viršeliai",Lietuvių,2,5
"Penktadienis, arba Ramiojo vandenyno limbai",Michel Tournier,Užsienio autorių romanai,1995,232,0,0,5.79,Alma littera,"13 x 20,5 x 1,5 cm, kieti viršeliai",Lietuvių,0,4
Rinkinys „Penktasis aveniu“ (3 knygos),Michel Tournier,Meilės romanai,2019,232,0,0,0,Svajonių knygos,"11,5 x 18,5 x 6 cm, minkšti viršeliai",Lietuvių,0,0
Penktasis kalnas,Paulo Coelho,Užsienio autorių romanai,2003,175,0,0,2.19,Vaga,"12,7 x 19,8 cm, minkšti viršeliai",Lietuvių,1,5
Penktasis kalnas,Paulo Coelho,Užsienio autorių romanai,2006,256,0,0,3.33,Vaga,"12 x 19 cm, kieti viršeliai",Lietuvių,3,5
Penktasis smūgis,Pranas Žagarys,"Poezija, drama, esė",2018,202,19.49,17.54,0,Vitae Litera,"15,5 x 22 x 1,6 cm, kieti viršeliai",Lietuvių,0,0
Penktoji dalis karaliui,Skotas O'Delas,Užsienio autorių romanai,1993,192,0,0,3.39,Vyturys,"12,5 x 19,5 cm, minkšti viršeliai",Lietuvių,1,4
Penktoji moteris,Henning Mankell,"Detektyvai, trileriai",2003,511,0,0,5.79,Alma littera,"15,5 x 23,5 x 3,5 cm, minkšti viršeliai",Lietuvių,1,5
"PENKTOSIOS AVENIU GULBĖS: nusikelkite į 50-ųjų Niujorką ir būkite pakerėti prabanga ir deimantais spindinčios Manhatano aukštuomenės gyvenimo, kuriame netrūksta meilės, paskalų ir aistringų nuotykių",Melanie Benjamin,Meilės romanai,2018,400,0,0,6.99,BALTO leidybos namai,"15 x 21,5 x 3,2 cm, kieti viršeliai",Lietuvių,24,4
Penšou. Inspektorius Rajenas,L.J. Ross,"Detektyvai, trileriai",2023,272,11.69,4.68,11.69,Jotema,"15 x 22 x 2,3 cm, kieti viršeliai",Lietuvių,0,5
Pentagrama (2006),Jo Nesbø,"Detektyvai, trileriai",2006,447,0,0,10.59,Lietuvos rašytojų sąjungos leidykla,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,0,4
"PENTAGRAMA: Velnio ženklas, žudiko parašas... Fenomenalus ir įtampos kupinas romanas, įsibraunantis į tamsiausius žmogaus asmenybės užkaborius",Jo Nesbø,"Detektyvai, trileriai",2021,432,14.39,10.79,14.39,Baltos lankos,"14,5 x 21,5 x 3 cm, kieti viršeliai",Lietuvių,19,4
Per Adomo obuolį,Petras Žemkauskas,"Poezija, drama, esė",2014,232,0,0,6.99,Kalendorius,"12,5 x 21 cm, minkšti viršeliai",Lietuvių,0,3
Per amžius degti (2007),Salomėja Nėris,"Poezija, drama, esė",2007,216,0,0,0,Ramduva,"10,5 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Per amžius degti,Salomėja Nėris,"Poezija, drama, esė",2010,215,8.09,7.28,0,Ramduva,"10,5 x 20,5 cm, kieti viršeliai",Lietuvių,3,5
Per daug paslapčių,Olivia Gates,Meilės romanai,2013,186,0,0,0,Svajonių knygos,"10,6 x 16,7 cm, minkšti viršeliai",Lietuvių,1,5
Per daug žmogžudysčių,Colleen McCullough,"Detektyvai, trileriai",2011,438,0,0,19.89,Tyto alba,"15 x 22 cm, kieti viršeliai",Lietuvių,0,3
Per dykumą 1 dalis,Karlas Majus,Užsienio autorių romanai,1990,135,0,0,2.00,Sakalas,"14 x 21 cm, minkšti viršeliai",Lietuvių,0,0
Per dykumą 3 dalis,Karlas Majus,Užsienio autorių romanai,1990,125,0,0,2.00,Sakalas,"14 x 21 cm, minkšti viršeliai",Lietuvių,0,0
"Per geras, kad būtų tikras",Kristan Higgins,Meilės romanai,2021,528,0,0,3.39,Svajonių knygos,"12,5 x 18,5 x 3 cm, minkšti viršeliai",Lietuvių,10,4
"Per geras, kad būtų tikras",Kristan Higgins,Meilės romanai,2013,448,0,0,6.49,Svajonių knygos,"16 x 24 cm, kieti viršeliai",Lietuvių,10,4
Per išbarstytą pienių pūką,Ona Medinaitė,"Poezija, drama, esė",2010,88,0,0,0,Ona Medinaitė,"14,5 x 20 cm, minkšti viršeliai",Lietuvių,0,0
Per kapines,P. Nilinas,Užsienio autorių romanai,1966,195,0,0,2.50,Vaga,"11 x 17 cm, kieti viršeliai",Lietuvių,0,0
Per laukinį Kurdistaną,Karlas Majus,Užsienio autorių romanai,1990,124,0,0,2.00,Aušra,"14 x 21,5 cm, minkšti viršeliai",Lietuvių,1,5
Per likimo akmenis,Klemensas Kazlauskas,"Poezija, drama, esė",1999,148,0,0,2.00,Aušra,"15 x 20 cm, minkšti viršeliai",Lietuvių,0,0
Per lygumą didžiai važiuoju,Algimantas Kaminskas,"Poezija, drama, esė",2022,108,4.89,4.40,0,Homo liber,"14 x 21 x 1 cm, puskiečiai viršeliai",Lietuvių,0,0
Per miškus. Hanso Sterko nuotykiai. Nelaimės ženklas,Tomas Mainas Ridas,Užsienio autorių romanai,1994,296,0,0,2.19,Mintis,"14,7 x 22 cm, kieti viršeliai",Lietuvių,1,5
Per praeitį į ateitį,Romualdas Zubinas,Folkloras ir mitologija,2008,360,9.77,8.79,9.77,Naujasis lankas,"15 x 21,5 cm, kieti viršeliai",Lietuvių,0,0
Per svyruojantį pasaulį,Tomas Transtromer,"Poezija, drama, esė",2016,156,0,0,0,Lietuvos rašytojų sąjungos leidykla,"16,5 x 21 x 1,5 cm, minkšti viršeliai",Lietuvių,0,4
Per Ulkero žvaigždyną,Vytautas Almanis,Lietuvių autorių romanai,1979,162,0,0,9.39,Vaga,"13 x 17 cm, kieti viršeliai",Lietuvių,0,0
PER VANDENĮ IR UGNĮ. Išskirtinė knygos.lt kolekcija 57/100,Christian Unge,"Detektyvai, trileriai",2024,432,5.00,5.00,0,knygos.lt,"13,7 x 20,8 cm, minkšti viršeliai",Lietuvių,0,0
"PER VANDENĮ IR UGNĮ. Jaunos gydytojos kova su nusikalstamu pasauliu ir savo pačios demonais. Kitoks, nei esate įpratę, skandinaviškas detektyvinis romanas",Christian Unge,"Detektyvai, trileriai",2021,432,14.89,8.19,14.89,BALTO leidybos namai,"14,3 x 21,3 x 3 cm, kieti viršeliai",Lietuvių,3,2
Per vėdrynus,Vanda Kinderytė-Budrienė,"Poezija, drama, esė",1994,169,0,0,0,Sietuva,"10 x 14 x 1 cm, minkšti viršeliai",Lietuvių,0,0
Per žarijas,Aldona Ruseckaitė,"Poezija, drama, esė",2021,248,0,0,0,Kauko laiptai,"14,5 x 21,5 x 2,2 cm, kieti viršeliai",Lietuvių,1,5
Per žolę basomis. Жизнь наша так спешит,Vera Vasiljeva,"Poezija, drama, esė",2019,172,0,0,0,Print easy,"11 x 19 x 1 cm, minkšti viršeliai","Lietuvių, Rusų",0,0
Peras Giuntas (1972),Henrikas Ibsenas,"Poezija, drama, esė",1972,292,0,0,6.99,Vaga,"11 x 17 cm, kieti viršeliai",Lietuvių,0,0
"Peras, laimės kūdikis",Henrikas Pontopidanas,Užsienio autorių romanai,1992,555,0,0,2.09,Vaga,"13,3 x 20,5 cm, kieti viršeliai",Lietuvių,2,4
"Peras, laimės kūdikis",Henrik Pontoppidan,Užsienio autorių romanai,2008,624,0,0,16.59,Vaga,"14,5 x 21,6 cm, kieti viršeliai",Lietuvių,1,5
Perduokite pasaulį man,Lloyd Jones,Užsienio autorių romanai,2012,240,0,0,2.79,Metodika,"21,5 x 14,5 x 2,8 cm, kieti viršeliai",Lietuvių,4,4
Perėja,Justin Cronin,Fantastika,2011,688,0,0,0,Jotema,"18 x 24 cm, kieti viršeliai",Lietuvių,19,4
Perėjimas (PFAF 87),Vonda N. McIntyre,Fantastika,1997,256,0,0,0,Eridanas,"13 x 20 cm, minkšti viršeliai",Lietuvių,1,5
Perėjūnai,Harold Robbins,Užsienio autorių romanai,2007,616,0,0,4.29,Jotema,"15 x 22 cm, kieti viršeliai",Lietuvių,1,1
Perėjusi pragarą,Sharon Sala,"Detektyvai, trileriai",2013,348,0,0,11.99,Svajonių knygos,"11,5 x 18,5 cm, minkšti viršeliai",Lietuvių,0,4
Perelandra,Clive Staples Lewis,Užsienio autorių romanai,2008,240,0,0,10.00,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,2,4
Pergalės kvapas,Jan Moran,Užsienio autorių romanai,2015,416,0,0,6.99,Sofoklis,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,5,5
Pergalės miestas,Salman Rushdie,Užsienio autorių romanai,2023,352,13.59,6.79,13.59,Sofoklis,"14 x 21 x 2,7 cm, kieti viršeliai",Lietuvių,2,5
Pergalės šešėlis. 2 knyga,Viktoras Suvorovas,Istorija,2006,603,0,0,0,Mintis,"13,5 x 20,5 x 5 cm, kieti viršeliai",Lietuvių,0,0
Pergalės šešėlis. 1 knyga,Viktoras Suvorovas,Istorija,2005,418,0,0,15.39,Mintis,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Pergalės svaigulys (2012),Sandra Brown,Meilės romanai,2012,218,0,0,2.19,Svajonių knygos,"10,5 x 18 x 1,5 cm, minkšti viršeliai",Lietuvių,0,4
Pergalės svaigulys,Sandra Brown,Meilės romanai,2019,352,0,0,3.99,Svajonių knygos,"12,5 x 18,5 x 2,2 cm, minkšti viršeliai",Lietuvių,2,5
Pergudrauti žudiką,Sandra Brown,"Detektyvai, trileriai",2020,512,0,0,6.99,Alma littera,"21,5 x 29,5 x 3,6 cm, kieti viršeliai",Lietuvių,9,4
Perigoro piršlys,Julia Stuart,Užsienio autorių romanai,2008,304,0,0,2.19,Jotema,"14,5 x 22 cm, kieti viršeliai",Lietuvių,4,3
Periodinė elementų lentelė,Primo Levi,Užsienio autorių romanai,2023,280,21.69,19.52,0,Hubris,"13 x 21 x 2,8 cm, minkšti viršeliai",Lietuvių,0,4
Perkūno karys. Afganistanas,Albertas Dusevičius,Istorija,2011,160,0,0,15.99,Eugrimas,"14,7 x 21 cm, minkšti viršeliai",Lietuvių,1,5
Perkūno žirgai,Jonas Dovydaitis,Lietuvių autorių romanai,1985,652,0,0,2.50,Vaga,"13,4 x 20,6 x 3,4 cm, kieti viršeliai",Lietuvių,0,0
Perkūno žirgai,Jonas Dovydaitis,Lietuvių autorių romanai,1975,517,0,0,2.19,Vaga,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Perl Harboro merginos,Soraya M. Lane,Užsienio autorių romanai,2024,354,16.19,12.06,16.19,Jotema,"15 x 22 x 3,3 cm, kieti viršeliai",Lietuvių,0,0
Perlais balinta kava,Raminta Stanaitytė-Česnulienė,Lietuvių autorių romanai,2019,256,0,0,8.19,R. Stanaitytė-Česnulienė,"14 x 22 x 2 cm, minkšti viršeliai",Lietuvių,5,4
Perlas Ūkanose,Virdžinija Endrius,Meilės romanai,1998,381,0,0,5.79,Tyrai,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
PERLŲ SESUO: Kelės istorija. Septynios seserys. 4 knyga,Lucinda Riley,Užsienio autorių romanai,2019,680,13.24,10.59,13.24,Tyto alba,"14,7 x 22,1 x 5,6 cm, kieti viršeliai",Lietuvių,30,4
Perlų vagilė. Perlų paslaptis. 1 knyga,Kat Martin,Meilės romanai,2018,352,0,0,24.99,Svajonių knygos,"14,5 x 21 x 3 cm, kieti viršeliai",Lietuvių,10,4
PERLŲ ŽVEJO ŽMONA: uždraustos meilės pavojų sūkurys ir išjudintos ilgai slėptos paslaptys,Roxane Dhand,Meilės romanai,2019,368,0,0,5.00,Baltos lankos,"14,5 x 21 x 2,8 cm, kieti viršeliai",Lietuvių,15,3
Permaininga sėkmė,Agatha Christie,"Detektyvai, trileriai",2008,216,0,0,5.28,FNS GROUP,"18 x 10,6 x 1,7 cm, minkšti viršeliai",Lietuvių,4,4
Permainingi vėjai,Almudena Grandes,Užsienio autorių romanai,2008,624,0,0,5.94,Versus Aureus,"14 x 24 cm, kieti viršeliai",Lietuvių,0,4
Permainos,Danielle Steel,Užsienio autorių romanai,2010,364,0,0,4.50,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,2,4
Permainų svaigulys,Stefanas Cveigas,Užsienio autorių romanai,1996,350,0,0,5.79,Andrena,"12,5 x 20 cm, minkšti viršeliai",Lietuvių,0,4
Permainų svaigulys,Stefan Zweig,Užsienio autorių romanai,2011,264,0,0,5.79,Alma littera,"14,5 x 24 cm, kieti viršeliai",Lietuvių,1,5
Pernakt,Haruki Murakami,Užsienio autorių romanai,2023,192,15.69,14.12,15.69,Baltos lankos,"14,8 x 21,5 x 1,8 cm, kieti viršeliai",Lietuvių,5,4
Pernakt,Haruki Murakami,Užsienio autorių romanai,2009,168,0,0,15.39,Baltos lankos,"14,5 x 21,5 cm, minkšti viršeliai",Lietuvių,4,4
Pernelyg triukšminga vienatvė,Bohumil Hrabal,Užsienio autorių romanai,2007,285,0,0,12.99,Lietuvos rytas,"12,2 x 21 cm, kieti viršeliai",Lietuvių,0,4
Pernykštis sniegas,Birutė Mackonytė,"Detektyvai, trileriai",1991,261,0,0,2.31,Lituanus,"11 x 20 cm, minkšti viršeliai",Lietuvių,0,3
Perpetuum mobile,Galina Dauguvietytė,"Menas, mada, fotografija",2009,255,0,0,2.10,Tyto alba,"15 x 23 cm, kieti viršeliai",Lietuvių,4,5
Peršauta kepurė,Jonas Mačiukevičius,"Detektyvai, trileriai",2004,303,0,0,18.99,Rosma,"13 x 20,5 x 2 cm, kieti viršeliai",Lietuvių,0,0
Persėja,Leonidas Jacinevičius,Lietuvių autorių romanai,1989,250,0,0,4.47,Vaga,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,0,5
Persekiojamoji,Kristin Cast,Knygos paaugliams,2011,344,0,0,4.00,Alma littera,"15 x 22 cm, kieti viršeliai",Lietuvių,8,4
Persekiotojas,Lars Kepler,"Detektyvai, trileriai",2020,608,21.69,19.52,21.69,Obuolys,"14,5 x 21,5 x 5 cm, kieti viršeliai",Lietuvių,5,3
Persekiotojas (minkšti viršeliai),Lars Kepler,"Detektyvai, trileriai",2017,604,0,0,8.19,Obuolys,"13 x 19,7 x 4,5 cm, minkšti viršeliai",Lietuvių,8,5
"PERSEKIOTOJAS: kone paranoją keliantis Larso Keplerio trileris, kuris dar ilgai neleis užmigti naktimis!",Lars Kepler,"Detektyvai, trileriai",2015,608,0,0,10.59,Obuolys,"14,2 x 21,3 cm, kieti viršeliai",Lietuvių,55,4
Persigandusių įpėdinių byla,Erle Stanley Gardner,"Detektyvai, trileriai",1993,143,0,0,2.00,Onė,"14 x 22 cm, minkšti viršeliai",Lietuvių,0,0
Persikai ponui klebonui,Joanne Harris,Užsienio autorių romanai,2022,448,15.99,7.99,15.99,Sofoklis,"14 x 21 x 3,2 cm, kieti viršeliai",Lietuvių,7,4
Persikai ponui klebonui,Joanne Harris,Užsienio autorių romanai,2013,528,0,0,5.77,Versus Aureus,"14,5 x 21,7 cm, kieti viršeliai",Lietuvių,7,4
